,name,occupation_x,rhodes_scholar,schools,degrees,full_name,DOB,occupation_y,spouses,offspring
1457,Steven Ford,,,"T. C. Williams High School,Utah State University,California State Polytechnic University",,Steven Meigs Ford,1956-05-19 00:00:00,Actor,,
1458,Susan Ford,,,,,Susan Elizabeth Ford,1957-07-06 00:00:00,"Author,photojournalist","
",2
1459,Jack Carter,,,"Georgia Institute of Technology,University of Georgia","BS,JD",John William Carter,1947-07-03 00:00:00,,Juliet Langford,Jason Carter (politician)
1460,Pauline Robinson Bush,,,,,,1949-12-20 00:00:00,,,
1461,Amy Carter,,,"Memphis College of Art,BFA,Tulane University,MA",,Amy Lynn Carter,1967-10-19 00:00:00,,,
1462,Maureen Reagan,,,,,Maureen Elizabeth Reagan,1941-01-04 00:00:00,,David Sills (judge),1
1463,Marvin Bush,,,"Woodberry Forest School,University of Virginia",,Marvin Pierce Bush,1956-10-22 00:00:00,,Margaret Conway Molster,2
1464,Neil Bush,,,Tulane University,,Neil Mallon Bush,1955-01-22 00:00:00,Businessman,Sharon Bush,Lauren Bush
1465,Dorothy Bush Koch,,,"Boston College,BA",,Dorothy Walker Bush,1959-08-18 00:00:00,,Bobby Koch,4
1466,Michael Reagan,,,,,John Charles Flaugher,1945-03-18 00:00:00,"Radio talk show host, writer",Pamela Gail Putnam,
1467,Patti Davis,,,,,Patricia Ann Reagan,1952-10-21 00:00:00,"Actress, author",Paul Grilley,
1468,Tiffany Trump,,,"University of Pennsylvania,Georgetown University","JD,BA",Tiffany Ariana Trump,1993-10-13 00:00:00,,,
1469,Ivanka Trump,,,University of Pennsylvania,BSc,Ivana Marie Trump,1981-10-30 00:00:00,,Jared Kushner,3
1470,Kerstin Emhoff,,,,,Kerstin Mackin,1967-03-18 00:00:00,,Doug Emhoff,Ella Emhoff
1471,Robert Riskin,,,,,,1897-03-30 00:00:00,,Fay Wray,Victoria Riskin
1472,Gene Markey,,,,,Eugene Willford Markey,1895-12-11 00:00:00,,"Joan Bennett,Hedy Lamarr,Myrna Loy,Lucille P. Markey",1
1473,Arthur Hornblow Jr.,,,,,,1893-03-15 00:00:00,Film producer,"Myrna Loy,Leonora Hornblow",
1474,Daniel Parke Custis,,,,,,1711-10-15 00:00:00,Planter and Politician,Martha Washington,"John Parke Custis,Martha Parke Custis"
1475,Jeff Dwire,,,,,George Jefferson Dwire,1923-06-06 00:00:00,,Virginia Clinton Kelley,"Bill Clinton,Roger Clinton Jr."
1476,Roger Clinton Sr.,,,,,Roger Clinton,1908-07-23 00:00:00,Car salesman,Virginia Clinton Kelley,Roger Clinton Jr.
1477,Alfred B. Fitt,,,"Yale University,University of Michigan","LLB,BA",Alfred Bradley Fitt,1923-04-12 00:00:00,,Lois Rice,4
1478,Robert F. Burford,,,,,,1923-02-05 00:00:00,,Anne Gorsuch Burford,
1479,Gerald Rudolff Ford,,,,,,1890-12-09 00:00:00,"Founder of the Ford Paint and Varnish Company,",Dorothy Ayer Gardner Ford,Thomas Gardner Ford
1480,Lolo Soetoro,,,"Gadjah Mada University,University of Hawaii, Manoa","MA,BA",,1935-01-02 00:00:00,,Ann Dunham,"Barack Obama,Maya Soetoro-Ng"
1481,Kirill Shamalov,,,St. Petersburg State University,,Kirill Nikolayevich Shamalov,1982-03-22 00:00:00,,Katerina Tikhonova,1
1482,Marc Mezvinsky,,,"Stanford University,Pembroke College, Oxford","MA,BA",Marc Mezvinsky,1977-12-10 00:00:00,,Chelsea Clinton,3
1483,Philip Perry,,,"Colorado College,Cornell University","JD,BA",Philip Jonathan Perry,1964-10-16 00:00:00,,Liz Cheney,5
1484,Soon-Yi Previn,,,Drew University,,Oh Soon-hee,1970-10-08 00:00:00,,Woody Allen,2 (adopted)
1485,Jorrit Faassen,,,,,Jorrit Joost Faassen,1980-02-24 00:00:00,,Maria Vorontsova,1
1486,Thomas Mann Randolph,,,"College of William & Mary,University of Edinburgh",University of Edinburgh,,1768-10-01 00:00:00,,Martha Jefferson Randolph,"Thomas Jefferson Randolph,Ellen Wayles Randolph,Cornelia Jefferson Randolph,George W. Randolph"
1487,Angelica Van Buren,,,Madame Grelaud's French School,,Sarah Angelica Singleton,1818-02-13 00:00:00,,Abraham Van Buren,Rebecca Van Buren
1488,Jefferson Davis,,,United States Military Academy,BS,Jefferson Finis Davis,1808-06-03 00:00:00,,"Sarah Knox Taylor,Varina Davis",Varina Anne Davis
1489,Ida Marie Honoré,,,Georgetown Visitation Monastery,,Ida Marie Honoré,1854-06-04 00:00:00,,Frederick Dent Grant,"Julia Dent Cantacuz%C3%A8ne Spiransky-Grant,Ulysses S. Grant III"
1490,Mary Harlan Lincoln,,,,,Mary Eunice Harlan,1846-09-25 00:00:00,,Robert Todd Lincoln,"Mary %22Mamie%22 Lincoln,Jessie Harlan Lincoln"
1491,Eleanor Butler Roosevelt,,,,,Eleanor Butler Alexander,1888-12-26 00:00:00,,Theodore Roosevelt Jr.,"Grace Roosevelt McMillan,Theodore Roosevelt III,Cornelius V.S. Roosevelt,Quentin Roosevelt II"
1492,David Trotter Patterson,,,,,,1818-02-28 00:00:00,,,
1493,Francis B. Sayre Sr.,,,"Williams College,Harvard Law School",,,1885-04-30 00:00:00,"Lawyer, diplomat, educator",Jessie Woodrow Wilson Sayre,Francis Bowes Sayre Jr.
1494,William McAdoo,,,"University of Tennessee, Knoxville",BA,William Gibbs McAdoo Jr.,1863-10-31 00:00:00,,Eleanor Wilson McAdoo,9
1495,Nicholas Longworth,,,"Harvard University,Cincinnati Law School",,Nicholas Longworth III,1869-11-05 00:00:00,Politician,Alice Roosevelt Longworth,
1496,Chuck Robb,,,"University of Wisconsin, Madison,University of Virginia","JD,BA",Charles Spittal Robb,1939-06-26 00:00:00,,Lynda Bird Johnson Robb,3
1497,Edwin Schlossberg,,,"Columbia University,(BA,MA,PhD)",,,1945-07-19 00:00:00,"Designer, author, artist",Caroline Kennedy,"Rose Schlossberg,Tatiana Schlossberg,Jack Schlossberg"
1498,Ethel du Pont,,,Ethel Walker School,,,1916-01-30 00:00:00,,Franklin D. Roosevelt Jr.,Franklin D. Roosevelt III
1499,Faye Emerson,,,,,Faye Margaret Emerson,1917-07-08 00:00:00,Actress,"Elliott Roosevelt (general),Skitch Henderson",1
1500,Clarence John Boettiger,,,,,,1900-03-25 00:00:00,Journalist,Anna Roosevelt Halsted,John Roosevelt Boettiger
1501,Curtis Bean Dall,,,,,,1896-10-24 00:00:00,Vice-Presidential,,"Eleanor Roosevelt Seagraves,Curtis Roosevelt"
1502,Betsey Cushing Roosevelt Whitney,,,,,Betsey Maria Cushing,1908-05-18 00:00:00,,"James Roosevelt,John Hay Whitney",Sara Wilford
1503,Ed Cox,,,"Princeton University,Harvard University","JD,BA",Edward Ridley Finch Cox,1946-10-02 00:00:00,,Tricia Nixon Cox,Christopher Nixon Cox
1504,Carolyn Bessette-Kennedy,,,Boston University,,Carolyn Jeanne Bessette,1966-01-07 00:00:00,Calvin Klein,John F. Kennedy Jr.,
1505,Columba Bush,,,,,Columba Garnica Gallo,1953-08-17 00:00:00,,Jeb Bush,George P. Bush
1506,David Eisenhower,,,"Amherst College,BA,George Washington University,JD",,Dwight David Eisenhower II,1948-03-31 00:00:00,"Author, professor",Julie Nixon Eisenhower,Jennie Eisenhower
1507,Paul Grilley,,,,,,1958-11-11 00:00:00,Yoga,Patti Davis,
1508,Bobby Koch,,,,,Robert P. Koch,1960-01-13 00:00:00,,Dorothy Bush Koch,2
1509,David Sills,,,"Bradley University,University of Illinois",University of Illinois,David George Sills,1938-03-21 00:00:00,"Lawyer, judge, politician",Maureen Reagan,
1510,Tom Hughes,,,University of Sydney,,Thomas Eyre Forrest Hughes,1923-11-26 00:00:00,,Joanna Fitzgerald,Lucy Turnbull
1511,Robert Smith Todd,,,Transylvania College,,,1791-02-25 00:00:00,,"
",Mary Todd Lincoln
1512,Anna Hall Roosevelt,,,,,Anna Rebecca Hall,1863-03-17 00:00:00,,Elliott Roosevelt (socialite),"Eleanor Roosevelt,Hall Roosevelt"
1513,John Vernou Bouvier III,,,"Columbia College,Sheffield Scientific School",,,1891-05-19 00:00:00,Stockbroker,Janet Lee Bouvier,"Jacqueline Kennedy Onassis,Lee Radziwill"
1514,Marvin Pierce,,,"Miami University,Massachusetts Institute of Technology,Harvard University",,,1893-06-17 00:00:00,"McCall Corporation,publisher,Redbook,McCall's",Pauline Robinson,Barbara Bush
1515,Marian Shields Robinson,,,,,Marian Lois Shields,1937-07-29 00:00:00,,Family of Barack Obama#Fraser C. Robinson III (1935–1991),"Craig Robinson (basketball),Michelle Obama"
1516,Janet Lee Auchincloss,,,"Miss Spence's School,Sweet Briar College,Barnard College",,Janet Norton Lee,1907-12-03 00:00:00,Socialite,"John Vernou Bouvier III,Hugh D. Auchincloss","Jacqueline Kennedy Onassis,Lee Radziwill,Janet Auchincloss Rutherfurd"
1517,Edith Davis,,,,,Edith Prescott Luckett,1888-07-16 00:00:00,Actress,Kenneth Seymour Robbins,Nancy Reagan
1518,Charles-Émile Trudeau,,,,,Joseph Charles-Émile Trudeau,1887-07-05 00:00:00,"Entrepreneur, lawyer",Grace Elliott,Pierre Trudeau
1519,Ambrose Madison,,,,,,1696-01-17 00:00:00,Planter and politician,Frances Taylor (m. 1721–1732; his death),James Madison Sr.
1520,William Clark,,,"Harvard University,Harvard Law School","MA,LLB,BA",William Clark,1891-02-01 00:00:00,,Sonia Tomara,"Anne Clark Martindell,Blair Clark"
1521,Charles Henry King,,,,,,1853-03-12 00:00:00,Banker and freight operator,,Leslie Lynch King Sr.
1522,Warren Delano Jr.,,,,,,1809-07-13 00:00:00,Merchant,Catherine Robbins Lyman,"Warren Delano IV,Sara Delano Roosevelt,Frederic Adrian Delano"
1523,Frederick Trump,,,,,Friedrich Trump,1869-03-14 00:00:00,Barber and operator of restaurants and brothels,Elizabeth Christ Trump,"Fred Trump,John G. Trump"
1524,Elizabeth Christ Trump,,,,,Elisabeth Christ,1880-10-10 00:00:00,Real estate developer,Frederick Trump,"Fred Trump,John G. Trump"
1525,Stanley Armour Dunham,,,,,,1918-03-23 00:00:00,,Madelyn Dunham,
1526,Madelyn Dunham,,,University of Washington,,Madelyn Lee Payne,1922-10-26 00:00:00,Bank of Hawaii,Stanley Armour Dunham,Ann Dunham
1527,Victoria Riskin,,,,,,1945-11-18 00:00:00,,David W. Rintels ,
1528,John Payne Todd,,,"Bishop John Carroll,St. Mary's College",,,1792-02-29 00:00:00,,,
1529,Alexandre Trudeau,,,McGill University,,Alexandre Emmanuel Trudeau,1973-12-25 00:00:00,"Filmmaker,journalist,author",Zoë Bedos,3
1530,Tony Rodham,,,,,,1954-08-08 00:00:00,Businessman,Nicole Boxer,3
1531,Maya Harris,,,"University of California, Berkeley,Stanford University","JD,BA",Maya Lakshmi Harris,1967-01-30 00:00:00,,Tony West (attorney),Meena Harris
1532,Michel Trudeau,,,Dalhousie University,,Michel Charles-Émile Trudeau,1975-10-02 00:00:00,,,
1533,Roger Clinton Jr.,,,,,,1956-07-25 00:00:00,"Actor, musician",Molly D'Ann Martin,2
1534,Qi Qiaoqiao,,,,,,1949-03-01 00:00:00,Businessperson,Deng Jiagui,Zhang Yannan
1535,Elihu Adams,,,,,,1741-05-29 00:00:00,,,
1536,Moses Farrow,,,"Siena College,University of Connecticut",,Moses Amadeus Farrow,1978-01-27 00:00:00,Family therapist,,
1537,Anna Roosevelt Cowles,,,,,Anna Roosevelt,1855-01-18 00:00:00,,William S. Cowles,"William Sheffield Cowles, Jr."
1538,Joseph Pannell Taylor,,,,,,1796-05-04 00:00:00,,,
1539,William Madison,,,,,,1762-05-05 00:00:00,,,
1540,Benjamin Kendrick Pierce,,,,,,1790-08-29 00:00:00,,"Josephine ""Josette"" Laframboise (m. 1817)",
1541,Corinne Roosevelt Robinson,,,,,Corinne Roosevelt,1861-09-27 00:00:00,,Douglas Robinson Jr.,"Theodore Douglas Robinson,Corinne Alsop Cole"
1542,Charles Phelps Taft,,,"Phillips Academy,Yale University,Columbia Law School,University of Heidelberg",,,1843-12-21 00:00:00,,Anna Sinton,
1543,Henry Waters Taft,,,Yale University,,,1859-05-27 00:00:00,Lawyer,Julia Walbridge Smith,
1544,Sam H. Johnson,,,Cumberland School of Law,LL.B.,Samuel Houston Johnson,1914-01-31 00:00:00,,Albertine Summers,2
1545,Horace Dutton Taft,,,"Cincinnati Law School,Yale University",,,1861-12-28 00:00:00,,Winifred Shepard Thompson,
1546,Donald Nixon,,,,,Francis Donald Nixon,1914-11-23 00:00:00,,Clara Jane Lemke,Donald A. Nixon
1547,Edward Nixon,,,"Duke University,B.S.,North Carolina State College,M.S.",,Edward Calvert Nixon,1930-05-03 00:00:00,Entrepreneur,Gay Lynne Nixon,2
1548,Fred Trump Jr.,,,Lehigh University,,Frederick Crist Trump Jr.,1938-10-14 00:00:00,maintenance worker,Linda Clapp,Mary L. Trump
1549,Maryanne Trump Barry,,,"Mount Holyoke College,Columbia University,Hofstra University","MA,JD,BA",Maryanne Trump,1937-04-05 00:00:00,,David Desmond,1
1550,Thomas Gardner Ford,,,University of Michigan,,Thomas Gardner Ford,1918-07-15 00:00:00,"Politician, businessman",Janet Ford,
1551,Maya Soetoro-Ng,,,"Barnard College, Columbia University,New York University","MA,BA,PhD",Maya Kasandra Soetoro,1970-08-15 00:00:00,,Family of Barack Obama#Maternal relations,2
1552,Gloria Carter Spann,,,Georgia Southwestern State University,,Gloria Carter,1926-10-22 00:00:00,,William Everett Hardy,1
1553,Ruth Carter Stapleton,,,"Methodist University,University of North Carolina, Chapel Hill","MA,BA",Ruth Carter,1929-08-07 00:00:00,,Robert Stapleton,4
1554,Billy Carter,,,Emory University,,William Alton Carter,1937-03-29 00:00:00,"Farmer, businessman, politician",Sybil Spires,6
1555,Thomas Jefferson Randolph,,,,,,1792-09-12 00:00:00,,Jane Hollins Nicholas,Sarah N. Randolph
1556,George Randolph,,,University of Virginia,,,1818-03-10 00:00:00,,Mary Elizabeth Adams,
1557,Neil Reagan,,,"Eureka College,BA",,John Neil Reagan,1908-09-16 00:00:00,,"Ruth Elizabeth ""Bess"" Hoffman",
1558,Cornelia Jefferson Randolph,,,,,,1799-07-26 00:00:00,,,
1559,Harrison Ruffin Tyler,,,"College of William & Mary,Virginia Polytechnic Institute",,,1928-11-09 00:00:00,"Chemical engineer, businessperson, preservationist",Frances Payne Bouknight ,"2, including William"
1560,Henry Adams,,,"Harvard College,University of Berlin",,,1838-02-16 00:00:00,"Journalist,historian,academic,novelist",,
1561,Jessie Harlan Lincoln,,,,,,1875-11-06 00:00:00,,Warren Wallace Beckwith,"Mary Lincoln Beckwith,Robert Todd Lincoln Beckwith"
1562,John Quincy Adams II,,,Harvard University,,,1833-09-22 00:00:00,,Frances Cadwallader Crowninshield,"George C. Adams,Charles Francis Adams III"
1563,Mamie Lincoln Isham,,,,,Mary Todd Lincoln,1869-10-15 00:00:00,Choir Mother,Charles Bradford Isham,Lincoln Isham
1564,Charles Francis Adams Jr.,,,,,Charles Francis Adams Jr.,1835-05-27 00:00:00,"Soldier, railroad commissioner, park commissioner, author, historian",Mary Hone Ogden,
1565,Ulysses S. Grant III,,,,,,1881-07-04 00:00:00,,Edith Root,3
1566,Julia Dent Grant,,,,,,1876-06-06 00:00:00,,Prince Mikhail Cantacuz%C3%A8ne,
1567,Chapman Grant,,,,,,1887-03-27 00:00:00,,,
1568,Gavin Arthur,,,"Columbia College,San Francisco State College",,Chester Alan Arthur III,1901-03-21 00:00:00,"Astrologer,sexologist",Esther Murphy Strachey,
1569,Philippa Foot,,,"Somerville College, Oxford",,Philippa Ruth Bosanquet,1920-10-03 00:00:00,,,
1570,William Howard Taft III,,,"Yale University,Princeton University",,,1915-08-07 00:00:00,,Barbara Bradfield,William Howard Taft IV
1571,Robert Taft Jr.,,,"Yale University,Harvard Law School","LLB,BA",Robert Alphonso Taft Jr.,1917-02-26 00:00:00,,Blanca Duncan Noel,Bob Taft
1572,Seth Taft,,,,,Seth Chase Taft,1922-12-31 00:00:00,,Franny Prindle,Frederick I. Taft
1573,Cornelius V. S. Roosevelt,,,"Harvard University,Massachusetts Institute of Technology",,Cornelius Van Schaack Roosevelt III,1915-10-23 00:00:00,,,
1574,Theodore Roosevelt IV,,,"Groton School,Harvard University",,Theodore Roosevelt IV,1914-06-14 00:00:00,,Anne Mason Babcock,Theodore Roosevelt IV
1575,Quentin Roosevelt II,,,,,,1919-11-04 00:00:00,,Frances Blanche Webb (m. 1944),"Susan Roosevelt Weld,Anna Curtenius Roosevelt"
1576,Kermit Roosevelt Jr.,,,Harvard University,,,1916-02-16 00:00:00,,Mary Lowe Gaddis,"Mark Roosevelt,Kermit Roosevelt III"
1577,Theodora Keogh,,,"Chapin School,Radcliffe College",,Theodora Roosevelt,1919-06-30 00:00:00,Novelist,Tom Keogh,
1578,Eleanor Sayre,,,Bryn Mawr College,,Eleanor Axson Sayre,1916-03-26 00:00:00,"Museum curator, art historian",,
1579,Francis Bowes Sayre Jr.,,,"Williams College,Union Theological Seminary",,,1915-01-17 00:00:00,"Priest, civil rights activist",Harriet Taft Hart,4
1580,Franklin D. Roosevelt III,,,"Yale University,(BA),Columbia University,(MA),The New School,(PhD)",,Franklin Delano Roosevelt III,1938-07-19 00:00:00,"Economist, academic",Grace Rumsey Goodyear,Phoebe Louisa Roosevelt
1581,Curtis Roosevelt,,,"Columbia University,Northwestern Military and Naval Academy,Loyola University in Los Angeles",,Curtis Roosevelt Dall,1930-04-19 00:00:00,Writer,,1
1582,Jack Schlossberg,,,"Yale University,Harvard University","JD,BA,MBA",John Bouvier Kennedy Schlossberg,1993-01-19 00:00:00,,,
1583,Tatiana Schlossberg,,,"Yale University,BA,Oxford University,MSt",,Tatiana Celia Kennedy Schlossberg,1990-05-05 00:00:00,,George Moran,1
1584,John Roosevelt Boettiger,,,,,,1939-03-30 00:00:00,Professor of psychology (retired),Leigh McCullough,4
1585,Sara Wilford,,,,,Sara Delano Roosevelt,1932-03-13 00:00:00,Psychologist,"Anthony di Bonaventura,Ronald A. Wilford",5
1586,Rose Schlossberg,,,"Harvard University,BA,New York University,MPS",,Rose Kennedy Schlossberg,1988-06-25 00:00:00,,,
1587,Clifton Truman Daniel,,,,,,1957-06-05 00:00:00,,,3
1588,Susan Eisenhower,,,,,Susan Elaine Eisenhower,1951-12-31 00:00:00,,Roald Sagdeev,3
1589,Christopher Nixon Cox,,,"Princeton University,AB,New York University,JD",,,1979-03-14 00:00:00,"CEO, lawyer",Andrea Catsimatidis,
1590,Jennie Eisenhower,,,Northwestern University,,,1978-08-15 00:00:00,Actress,Anthony Cheslock,1
1591,Mary Jean Eisenhower,,,,,,1955-12-21 00:00:00,People to People International,James Brewton Millard,1
1592,Lauren Bush,,,"The Kinkaid School,Princeton University",,Lauren Pierce Bush,1984-06-25 00:00:00,"Model,designer",David Lauren,3
1593,Tina Niarchos,,,,,Athina Mary Livanos,1929-03-19 00:00:00,,"Aristotle Onassis,John Spencer-Churchill, 11th Duke of Marlborough,Stavros Niarchos","Alexander Onassis,Christina Onassis"
1594,Lucille Wright Markey,,,,,Lucille Parker,1896-12-14 00:00:00,", philanthropist",Gene Markey,1
1595,Varina Davis,,,,,Varina Anne Banks Howell,1826-05-07 00:00:00,Writer,Jefferson Davis,Varina Anne Davis
1596,Sonia Tomara,,,,,,1897-02-26 00:00:00,Journalist,William Clark (judge),
1597,Hugh D. Auchincloss,,,"Groton School,Yale University,Columbia University",,Hugh Dudley Auchincloss Jr.,1897-08-29 00:00:00,"Stockbroker, lawyer","Nina S. Gore,Janet Lee Bouvier","Nina Straight,Janet Auchincloss Rutherfurd"
1598,Tony West,,,"Harvard University,Stanford University","JD,BA",Derek Anthony West,1965-08-12 00:00:00,,Maya Harris,
1599,William S. Cowles,,,,,,1846-08-01 00:00:00,,Bamie Roosevelt,1
1600,Douglas Robinson,,,Oxford University,,,1855-01-03 00:00:00,,Corinne Roosevelt Robinson,"Theodore Douglas Robinson,Corinne Alsop Cole"
1601,Charles Bradford Isham,,,"Phillips Academy,Harvard University,University of Berlin,Collège de France",,,1853-07-20 00:00:00,,Mamie Lincoln Isham,Lincoln Isham
1602,Warren Wallace Beckwith,,,Iowa Wesleyan College,,,1874-08-10 00:00:00,Sportsman,Jessie Harlan Lincoln,"Mary Lincoln Beckwith,Robert Todd Lincoln Beckwith"
1603,Prince Mikhail Mikhailovich,,,,,"
Mikhail (Michael) Mikhailovich Cantacuzène",1875-04-29 00:00:00,,Julia Dent Cantacuz%C3%A8ne Spiransky-Grant,
1604,Roald Sagdeev,,,Moscow State University,,Roald Zinnurovich Sagdeev,1932-12-26 00:00:00,,Susan Eisenhower,
1605,David Lauren,,,Duke University,,,1971-10-31 00:00:00,,Lauren Bush,3
1606,Anthony di Bonaventura,,,"New York's Music School Settlement,Curtis Institute of Music",,,1929-11-12 00:00:00,,Sara Wilford,5
1607,Nikolai Shamalov,,,,,,1950-01-24 00:00:00,"Dentist, businessman",,Kirill Shamalov
1608,Marjorie Margolies,,,University of Pennsylvania,BA,,1942-06-21 00:00:00,,Edward Mezvinsky,Marc Mezvinsky
1609,Edward Mezvinsky,,,"University of Iowa,University of California,University of California, Hastings","MA,JD,BA",Edward Maurice Mezvinsky,1937-01-17 00:00:00,,Marjorie Margolies,Marc Mezvinsky
1610,Harvey Cushing,,,"Yale University,Harvard Medical School,Johns Hopkins Hospital",,Harvey Williams Cushing,1869-04-08 00:00:00,neurosurgeon,,"Mary Benedict Cushing,Betsey Cushing Roosevelt Whitney,Babe Paley"
1611,Valentine Hall Jr.,,,,,Valentine Gill Hall Jr.,1834-03-27 00:00:00,,Mary Livingston Ludlow,"Anna Hall Roosevelt,Valentine Hall,Edward L. Hall"
1612,Nicholas Longworth II,,,"Harvard University,Cincinnati Law School",,,1844-06-16 00:00:00,,Susan Walker,"Nicholas Longworth,Clara Longworth de Chambrun"
1613,Charles Kushner,,,"New York University,Hofstra University,New York University","JD,BA,MBA",Chanan Kushner,1954-05-16 00:00:00,Kushner Properties,Seryl Stadtmauer,"Jared Kushner,Joshua Kushner"
1614,Levi Todd,,,,,,1756-10-04 00:00:00,"Businessman, farmer and civil servant",Jane Briggs ,Robert Smith Todd
1615,Christina Onassis,,,"Queen's College, London",,,1950-12-11 00:00:00,"Shipping magnate, socialite, heiress",Thierry Roussel,Athina Onassis
1616,Varina Anne Davis,,,,,,1864-06-27 00:00:00,Writer,,
1617,Alexander Onassis,,,,,,1948-04-30 00:00:00,Olympic Aviation,,
1618,Janet Auchincloss Rutherfurd,,,"Potomac School,Miss Porter's School,Sarah Lawrence College",,Janet Jennings Auchincloss,1945-06-13 00:00:00,,Lewis Polk Rutherfurd,3
1619,Hall Roosevelt,,,"Groton School,Harvard University",,Gracie Hall Roosevelt,1891-06-28 00:00:00,"Comptroller,City of Detroit",Margaret Richardson,6
1620,Anne Clark Martindell,,,,,Anne Clark,1914-07-18 00:00:00,,George C. Scott Jr.,
1621,Meena Harris,,,"Stanford University,Harvard University","JD,BA",Meenakshi Ashley Harris,1984-10-20 00:00:00,,Nikolas Ajagu,2
1622,Corinne Alsop Cole,,,,,Corinne Douglas Robinson,1886-07-02 00:00:00,,Joseph Wright Alsop IV,"Joseph Alsop,Stewart Alsop,John deKoven Alsop"
1623,Theodore Douglas Robinson,,,"Harvard University,Harvard University",,Theodore Douglas Robinson,1883-04-28 00:00:00,,Helen Rebecca Roosevelt (m. 1904),5
1624,Sarah N. Randolph,,,,,Sarah Nicholas Randolph,1839-10-12 00:00:00,Author and educator,,
1625,Frederic Delano,,,Harvard University,BA,Frederic Adrian Delano II,1863-09-10 00:00:00,,,5
1626,John G. Trump,,,"Polytechnic Institution of Brooklyn,Columbia University,Massachusetts Institute of Technology","BS,DSc,MS",John George Trump,1907-08-21 00:00:00,"Physicist, Electrical Engineer, Inventor",Elora Sauerbrun,John
1627,Mary L. Trump,,,"Tufts University,BA,Columbia University,MA,Adelphi University,PhD",,Mary Lea Trump,1965-05-03 00:00:00,"Psychologist, podcaster and author",,1
1628,Donald A. Nixon,,,,,,1946-12-12 00:00:00,businessman,,
1629,Mary Lincoln Beckwith,,,,,,1898-08-22 00:00:00,,,
1630,William Taft,,,"Yale University,Harvard University","JD,BA",,1945-09-13 00:00:00,,Julia V. Taft,3
1631,Charles Francis Adams III,,,Harvard University,"LLB,BA",,1866-08-02 00:00:00,,index.php?title=Frances Adams&action=edit&redlink=1,Charles Francis Adams IV
1632,Robert Todd Lincoln Beckwith,,,,,,1904-07-19 00:00:00,Gentleman farmer,Hazel Holland Wilson,
1633,Bob Taft,,,"Yale University,Princeton University,University of Cincinnati","MA,JD,BA",Robert Alphonso Taft III,1942-01-08 00:00:00,,,Anna Taft
1634,Theodore Roosevelt V,,,"Harvard University,BA,MBA",,Theodore Roosevelt V,1942-11-27 00:00:00,,Constance Lane Rogers,Theodore Roosevelt VI
1635,Mark Roosevelt,,,Harvard University,"JD,BA",,1955-12-10 00:00:00,,,
1636,Kermit Roosevelt III,,,"Harvard University,Yale University","JD,AB",,1971-07-14 00:00:00,,,
