,name,full_name,born,died
9459,David Martin,,1907-07-09 00:00:00,"May 15, 1997"
9461,David Thomas,,1762-06-11 00:00:00,"November 27, 1831"
9462,David Thomson,David Spence Thomson,1915-11-15 00:00:00,25 October 1999
9463,David Thomas Lewis,David Thomas Lewis,1912-04-25 00:00:00,"September 28, 1983"
9465,David Tod,,1805-02-21 00:00:00,"November 13, 1868"
9468,David Towell,,1937-06-09 00:00:00,"June 10, 2003"
9473,David Thomas,,1762-06-11 00:00:00,"November 27, 1831"
9475,David Thomson,,1924-11-21 00:00:00,13 October 2013
9476,David Turpie,David Battle Turpie,1828-07-08 00:00:00,"April 21, 1909"
9481,David Vreeland Kenyon,David Vreeland Kenyon,1930-09-10 00:00:00,"March 31, 2015"
9482,David V. Jennings,,1887-01-19 00:00:00,"November 27, 1970"
9483,David Johnston Vann,,1928-08-10 00:00:00,"March 28, 2000"
9486,David W. Dickinson,,"June 10, 1808","April 27, 1845 (aged 36)"
9488,David W. Dyer,David William Dyer,1910-06-28 00:00:00,"June 7, 1998"
9490,David W. Harwell,,1932-01-08 00:00:00,"September 30, 2015"
9492,David W. Ling,David W. Ling,1890-01-22 00:00:00,"May 17, 1965"
9493,David W. Kendall,,1903-02-11 00:00:00,"December 27, 1976"
9497,David W. Williams,David Welford Williams,1910-03-20 00:00:00,"May 6, 2000"
9498,David Mullins,David Wiley Mullins Jr.,1946-04-28 00:00:00,"February 26, 2018"
9499,David W. Slater,,1921,"February 9, 2010"
9500,David Wallace Stewart,,1887-01-22 00:00:00,"February 10, 1974"
9502,The Lord Waddington,David Charles Waddington,1929-08-02 00:00:00,23 February 2017
9504,David Mullins,David Wiley Mullins Jr.,1946-04-28 00:00:00,"February 26, 2018"
9505,David Wallace,,"April 24, 1799","September 4, 1859"
9509,David Wallace,,"April 24, 1799","September 4, 1859"
9512,David Walker,David Walker,unknown,"March 1, 1820"
9519,David Wilber,,1820-10-05 00:00:00,"April 1, 1890"
9521,"David Wemyss, Lord Elcho, de jure ",,21 August 1721,29 April 1787
9522,David Crews,,1933-02-18 00:00:00,"February 8, 2015"
9524,The Earl of Mansfield,David William Murray,7 March 1777,18 February 1840
9525,David Wilson,,1880-07-06 00:00:00,24 August 1977
9526,The Lord Williamson of Horton,,8 May 1934,30 August 2015
9528,D. Worth Clark,,1902-04-02 00:00:00,"June 19, 1955"
9531,David Wilmot,,1814-01-20 00:00:00,"March 16, 1868"
9533,The Lord Wolfson of Sunningdale,David Wolfson,1935-11-03 00:00:00,10 March 2021
9535,David Young,,1930-10-12 00:00:00,1 January 2003
9536,The Earl of Swinton,,1937-03-21 00:00:00,26 March 2006
9539,David Zenoff,,1916-03-08 00:00:00,"October 3, 2005"
9541,Davis Eugene Boster,,1920-09-14 00:00:00,"July 7, 2005"
9542,Davis Rich Dewey,,7 April 1858 ,13 December 1942 
9543,Davis McCaughey,,1914-07-12 00:00:00,25 March 2005
9544,Davis Young Paschall,,1911-10-02 00:00:00,"October 25, 2001"
9548,Davis Earle,Eric Davis Earle,1937-11-26 00:00:00,"December 24, 2016"
9550,Davis Elkins,,1876-01-24 00:00:00,"January 5, 1959"
9552,Dawn Clark Netsch,,1926-09-16 00:00:00,"March 5, 2013"
9555,The Lord Ventry,Dayrolles Blakeney Mullins,22 January 1828,8 February 1914
9556,Dayton Countryman,Dayton Wendell Countryman,"March 31, 1918","September 13, 2011 (aged 93)"
9562,DeForest Porter,,1840-02-02 00:00:00,"February 17, 1889"
9563,Dayton E. Phillips,,"March 29, 1910","October 23, 1980"
9564,DeWitt Clinton Blair,,1833-09-06 00:00:00,"June 3, 1915"
9565,DeForest Richards,,1846-08-06 00:00:00,"April 28, 1903"
9566,DeWitt Clinton,,1769-03-02 00:00:00,"February 11, 1828"
9567,DeWitt Clinton Cregier,,1829-06-01 00:00:00,"November 9, 1898"
9568,De Garmo Jones,,1787-11-11 00:00:00,"November 14, 1846"
9569,deLesseps S. Morrison,deLesseps Story Morrison,1912-01-18 00:00:00,"May 22, 1964"
9570,De Lancey Nicoll,,1854-06-24 00:00:00,"March 31, 1931"
9571,Sir George de Lacy Evans,,7 October 1787,9 January 1870
9573,Dewitt Clinton Giddings,,1827-07-18 00:00:00,"August 19, 1903"
9575,De Witt Clinton Flanagan,,"December 28, 1870","January 15, 1946 (aged 75)"
9578,Dean Acheson,Dean Gooderham Acheson,1893-04-11 00:00:00,"October 12, 1971"
9580,Dean Burch,Roy Dean Burch,1927-12-20 00:00:00,"August 4, 1991"
9581,Dean Conley,,1946-04-15 00:00:00,"May 19, 2010"
9582,Dean Eyre,,1914-05-08 00:00:00,19 May 2007
9583,Dean Frederick Bryson,,1910-09-27 00:00:00,"April 15, 1995"
9586,Dean Anderson Gallo,,1935-11-23 00:00:00,"November 6, 1994"
9590,Dean M. Gillespie,,1884-05-03 00:00:00,"February 2, 1949"
9593,Dean Rhoads,,1935-10-05 00:00:00,"April 24, 2018"
9594,Dean P. Taylor,,1902-01-01 00:00:00,"October 16, 1977"
9596,Dean Richmond,,1804-03-31 00:00:00,"August 27, 1866"
9599,Dean Rusk,David Dean Rusk,1909-02-09 00:00:00,", U.S."
9603,Deane Dana,,1926-07-09 00:00:00,"April 21, 2005"
9605,Deane R. Hinton,Deane Roesch Hinton,1923-03-12 00:00:00,"March 28, 2017"
9606,Deane C. Davis,Deane Chandler Davis,1900-11-07 00:00:00,"December 8, 1990"
9607,Deane R. Hinton,Deane Roesch Hinton,1923-03-12 00:00:00,"March 28, 2017"
9608,Deane Waldo Malott,,1898-07-10 00:00:00,"September 11, 1996"
9611,Sophie Toscan du Plantier,Sophie Bouniol,1957-07-28 00:00:00,23 December 1996
9633,Deborah Bowring,,30 July 1816,28 July 1902
9637,The Duchess of Devonshire,,1920-03-31 00:00:00,24 September 2014
9646,Deborah Kean,Deborah Elizabeth Bye,1943-05-15 00:00:00,"April 24, 2020"
9651,The Duchess of Devonshire,,1920-03-31 00:00:00,24 September 2014
9672,Dee Benson,Dee Vance Benson,1948-08-25 00:00:00,"November 30, 2020"
9674,Dee Caperton Kessel,Ella Dee Kessel,1943-02-26 00:00:00,"September 1, 2000"
9678,Dee Hartford,Donna Higgins,1928-04-21 00:00:00,"October 21, 2018"
9684,Deedee Corradini,Margaret Louise McMullen,1944-04-11 00:00:00,"March 1, 2015"
9686,Dee Caperton Kessel,Ella Dee Kessel,1943-02-26 00:00:00,"September 1, 2000"
9688,Del Latta,Delbert Leroy Latta,1920-03-05 00:00:00,"May 12, 2016"
9689,Del M. Clawson,Delwin Morgan Clawson,1914-01-11 00:00:00,"May 5, 1992"
9691,Delazon Smith,,1816-10-05 00:00:00,"November 19, 1860"
9696,Delfina Tuncap Guerrero,,1915-03-09 00:00:00,"January 5, 2004"
9701,Delmas Carl Hill,Delmas Carl Hill,1906-10-09 00:00:00,"December 2, 1989"
9702,Giambattista della Porta,,late 1535,4 February 1615
9705,Delos R. Ashley,,1828-02-19 00:00:00,"July 18, 1873"
9708,Delwin L. Jones,,1924-04-02 00:00:00,"July 25, 2018"
9715,Demesvar Delorme,,1831-02-10 00:00:00,"December 25, 1901"
9719,Dempster McIntosh,,17 January 1896,6 May 1984 (age 88)
9722,Deneys Reitz,,1882-04-02 00:00:00,19 October 1944
9724,Sir Denham Henty,,1903-10-13 00:00:00,9 May 1978
9725,Sir Denis Blundell,,1907-05-29 00:00:00,24 September 1984
9729,The Lord Carter,,1932-01-17 00:00:00,18 December 2006
9730,Denis Gallagher,,1922-11-23 00:00:00,3 November 2001
9731,The Lord Howell,Denis Herbert Howell,1923-09-04 00:00:00,19 April 1998
9732,Denis J. Driscoll,,1871-03-27 00:00:00,"January 18, 1958"
9733,The Lord Healey,Denis Winston Healey,1917-08-30 00:00:00,3 October 2015
9736,Denis Keogh,Denis Thomas Keogh,1838,24 August 1911 (aged 72-73)
9737,Denis McLean,Denis Bazeley Gordon McLean,1930-08-18 00:00:00,30 March 2011
9738,Denis Michael Hurley,,1843-03-14 00:00:00,"February 26, 1899"
9742,Denis McGrath,John Denis McGrath,1910-06-17 00:00:00,14 June 1986
9747,Denis Thatcher,,1915-05-10 00:00:00,26 June 2003
9756,Denison Worthington,,1806-03-04 00:00:00,"April 23, 1880"
9770,Dennis E. Carpenter,,1928-09-03 00:00:00,"December 23, 2003"
9771,Dennis D. Donovan,,1859-01-31 00:00:00,"April 21, 1941"
9773,Dennis Chávez,Dionisio Chávez,1888-04-08 00:00:00,"November 18, 1962"
9774,Dennis Chávez,Dionisio Chávez,1888-04-08 00:00:00,"November 18, 1962"
9781,Dennis T. Gorski,,1944-07-20 00:00:00,"July 4, 2021"
9789,Dennis Hopper,Dennis Lee Hopper,1936-05-17 00:00:00,"May 29, 2010"
9792,Dennis Joseph Roberts,,1903-04-08 00:00:00,"June 30, 1994"
9798,Dennis McCarthy,,1814-03-19 00:00:00,"February 14, 1886"
9805,Dennis Moore,,1945-11-08 00:00:00,"November 2, 2021"
9806,Dennis O'Keefe,"Edward Vanes Flanagan, Jr.",1908-03-29 00:00:00,"August 31, 1968"
9807,Dennis Chukude Osadebay,,29 June 1911,"December 26, 1994"
9814,Dennis Raymond Knapp,Dennis Raymond Knapp,1912-05-13 00:00:00,"December 25, 1998"
9818,Dennis Herron Murphree,,1886-01-06 00:00:00,"February 9, 1949"
9819,Dennis Thomas Flynn,,"February 13, 1861","June 19, 1939"
9822,The Lord Bilston,,1942-08-26 00:00:00,25 February 2014
9825,Dennis Weaver,William Dennis Weaver,1924-06-04 00:00:00,"February 24, 2006"
9826,Dennis Hume Wrong,,1923-11-22 00:00:00,"November 8, 2018"
9831,Denny Jones,,"September 21, 1910","April 25, 2012"
9832,Denver Dickerson,,1914-04-23 00:00:00,"July 19, 1981"
9836,Denver S. Dickerson,,1872-01-24 00:00:00,"November 28, 1925"
9838,Denver Church,,1862-12-11 00:00:00,"February 21, 1952"
9839,Denys Rhodes,Denys Gravenor Rhodes,1919-07-09 00:00:00,30 October 1981
9840,Sir Denys Henderson,Denys Hartley Henderson,1932-10-11 00:00:00,21 May 2016
9841,Denzil Davies,David John Denzil Davies,1938-10-09 00:00:00,10 October 2018
9842,The Earl Fortescue,,1893-06-13 00:00:00,1 June 1977
9845,Derek Bickerton,,1926-03-25 00:00:00,"March 5, 2018"
9846,Rudolf Hess,Rudolf Heß,1894-04-26 00:00:00,17 August 1987
9852,The Lord Foster of Bishop Auckland,Derek Foster,25 June 1937,5 January 2019
9853,Derek Enright,,2 August 1935,31 October 1995 (aged 60)
9855,Derek Fatchett,,1945-08-22 00:00:00,9 May 1999
9864,The Lord Brabazon of Tara,,1910-12-24 00:00:00,11 December 1974
9868,Derek Prag,,1923-08-06 00:00:00,20 January 2010
9876,The Viscount Amory,,1899-12-26 00:00:00,20 January 1981
9882,Derwent Hall Caine,,1891-08-12 00:00:00,2 December 1971
9885,Derwent Coleridge,,14 September 1800,28 March 1883 (aged 82)
9888,Des Hanafin,,1930-09-09 00:00:00,22 June 2017
9890,René Descartes,,31 March 1596,11 February 1650
9891,Desmond Donnelly,Desmond Louis Donnelly,1920-10-16 00:00:00,3 April 1974
9892,The Lord Banks,Desmond Anderson Harvie Banks,1918-10-23 00:00:00,15 June 1997
9893,Desmond Morton,Desmond Dillon Paul Morton,1937-09-10 00:00:00,"September 4, 2019"
9894,Desmond O'Malley,,1939-02-02 00:00:00,21 July 2021
9896,D. K. Barooah,,1914-02-22 00:00:00,28 January 1996
9901,Dewey C. Bailey,,1860-09-01 00:00:00,"December 17, 1937"
9903,Dewitt Clinton Senter,,1830-03-26 00:00:00,"June 14, 1898"
9904,Dewitt Clinton Giddings,,1827-07-18 00:00:00,"August 19, 1903"
9905,Diana Barrymore,Diana Blanche Barrymore Blythe,1921-03-03 00:00:00,"January 25, 1960"
9906,Diana Churchill,,1909-07-11 00:00:00,20 October 1963
9907,,,1961-07-01 00:00:00,31 August 1997
9909,Diana E. Murphy,,1934-01-04 00:00:00,"May 16, 2018"
9918,Lady Mosley,Diana Freeman-Mitford,1910-06-17 00:00:00,11 August 2003
9919,The Baroness Maddock,Diana Margaret Derbyshire,1945-05-19 00:00:00,26 June 2020
9920,Diana Russell,,31 July 1710,27 September 1735
9924,Diana Natalicio,Diana Siedhoff,1939-08-25 00:00:00,"September 24, 2021"
9932,Diane Disney Miller,Diane Marie Disney,1933-12-18 00:00:00,"November 19, 2013"
9937,Diane Brandt,,1938-08-28 00:00:00,"June 1, 2010"
9953,Dianne Whalen,,1951-05-03 00:00:00,"October 3, 2010"
9961,Dick Bagley,Richard Marshall Bagley,1927-05-14 00:00:00,"December 13, 2001"
9962,Dick Bell,Richard Albert Bell,1913-09-04 00:00:00,"March 20, 1988"
9965,Dick Bogle,,1930-10-19 00:00:00,"February 25, 2010"
9969,Dick Collver,,1936-02-13 00:00:00,"August 7, 2014"
9971,Dick Davis,Richard Joseph Davis Jr.,1921-08-07 00:00:00,"March 4, 1999"
9976,Dick Dolman,Dirk Dolman,1935-07-02 00:00:00,23 January 2019
9978,Dick Hinch,,1949-05-01 00:00:00,", U.S."
9979,Dick King,,1934-08-30 00:00:00,"January 15, 2018"
9980,Dick Longshore,,1926-03-21 00:00:00,"June 8, 1988"
9983,Dick Kraus,Richard Arnold Kraus,1937-08-27 00:00:00,"December 8, 2019"
9985,Dick Leonard,Richard Lawrence Leonard,1930-12-12 00:00:00,24 June 2021
9987,Dick Langley,,1937-02-22 00:00:00,"August 9, 2017"
9988,Dick Nichols,Richard Dale Nichols,1926-04-29 00:00:00,"March 7, 2019"
9993,Richard L. Mountjoy,,1932-01-13 00:00:00,"May 18, 2015"
9994,Dick Powell,Richard Ewing Powell,1904-11-14 00:00:00,"January 2, 1963"
9997,Dick Thompson Morgan,,1853-12-06 00:00:00,"July 4, 1920"
9998,Dick Schafrath,,1937-03-21 00:00:00,"August 15, 2021"
10001,Dick Thompson Morgan,,1853-12-06 00:00:00,"July 4, 1920"
10003,Richard Thornburgh,Richard Lewis Thornburgh,1932-07-16 00:00:00,"December 31, 2020"
10004,Dick Yin Wong,Dick Yin Wong,1920-09-20 00:00:00,"December 26, 1978"
10005,Dick Van Patten,Richard Vincent Van Patten,1928-12-09 00:00:00,"June 23, 2015"
10009,Dickson Mabon,,1 November 1925,10 April 2008 (aged 82)
10010,Denis Diderot,,1713-10-05 00:00:00,31 July 1784
10014,Diego Abad de Santillán,,1897-05-20 00:00:00,18 October 1983
10024,Diego Asencio,,1931-07-15 00:00:00,"October 6, 2020"
10027,Dietrich C. Smith,,1840-04-04 00:00:00,"April 18, 1914"
10028,Diepreye Alamieyeseigha,,16 November 1952,10 October 2015
10032,Dietrich Bonhoeffer,,1906-02-04 00:00:00,9 April 1945
10033,Dietrich von Bothmer,Dietrich Felix von Bothmer,"October 26, 1918","October 12, 2009"
10035,Dietrich Stobbe,,1938-03-25 00:00:00,19 February 2011
10039,Digby Denham,Digby Frank Denham,1859-01-25 00:00:00,10 May 1944
10040,Dieuwke de Graaff-Nauta,Dieuwke IJtje Willemke Nauta,1930-05-22 00:00:00,10 June 2008
10041,Sir Dillon Bell,Francis Dillon Bell,1822-10-08 00:00:00,8 July 1898
10042,,,1940-08-08 00:00:00,2 July 2007
10043,Dimitris Beis,,1928,25 October 2012 (aged 84)
10050,Dimon S. Fanton,,1838-07-25 00:00:00,"May 2, 1882"
10052,Dimitris Tsovolas,,1942-09-04 00:00:00,25 February 2022
10054,Dinah Murray,,27 May 1946,7 July 2021
10056,Dina Wadia,Dina Jinnah,1919-08-15 00:00:00,2 November 2017
10057,Dina Merrill,Nedenia Marjorie Hutton,1923-12-29 00:00:00,"May 22, 2017"
10058,Dinah Sheridan,Dinah Nadyejda Ginsburg,1920-09-17 00:00:00,25 November 2012
10059,Diogenes Allen,,1932-10-17 00:00:00,"January 13, 2013"
10060,Dingiri Banda Wijetunga,,1916-02-15 00:00:00,21 September 2008
10062,Diogo de Freitas do Amaral,,1941-07-21 00:00:00,3 October 2019
10064,Dionysius Koolen,Dionysius Adrianus Petrus Norbertus Koolen,1871-01-21 00:00:00,24 March 1945
10065,Diogo de Freitas do Amaral,,1941-07-21 00:00:00,3 October 2019
10067,Dirck Ten Broeck,,"November 3, 1765","January 30, 1833"
10068,Dirck W. Ten Broeck,Dirck Wessel Ten Broeck,1738-07-26 00:00:00,"May 29, 1780"
10070,Dirck Ten Broeck,,"December 4, 1686","January 7, 1751"
10071,Dirck Ten Broeck,,"November 3, 1765","January 30, 1833"
10072,Dirck Wesselse Ten Broeck,,"December 18, 1638","November 24, 1717"
10073,Dirk Jan de Geer,Dirk Jan de Geer,1870-12-14 00:00:00,28 November 1960
10074,Dismas Becker,Paul Vincent Becker,1936-09-16 00:00:00,"September 19, 2010"
10076,Dirk Stikker,Dirk Uipko Stikker,1897-02-05 00:00:00,23 December 1979
10079,Dixie Allen,Dixie Jean Woods,1935-01-27 00:00:00,"March 31, 2019"
10080,Dixon Hall Lewis,,1802-08-10 00:00:00,"October 25, 1848"
10081,William Franklin (Dixie) Gilmer,,"June 7, 1901","June 9, 1954"
10082,Dmitri Ulyanov,,16 August [,16 July 1943
10083,Dixon Wecter,,"January 12, 1906","June 24, 1950"
10085,Dolf Joekes,Adolf Marcus Joekes,1885-05-05 00:00:00,1 April 1962
10088,Dolly Sinatra,Natalina Maria Vittoria Garaventa,1896-12-26 00:00:00,"January 6, 1977"
10089,Dolley Madison,Dolley Payne,1768-05-20 00:00:00,"July 12, 1849"
10090,Dolores Atiyeh,Dolores Hewitt,1923-11-08 00:00:00,"August 29, 2016"
10091,Dolley Madison,Dolley Payne,1768-05-20 00:00:00,"July 12, 1849"
10092,Dorothy Wellburn Green,,1906-09-19 00:00:00,"September 4, 1990"
10096,Domenico Corcione,,1929-04-20 00:00:00,3 January 2020
10098,Dom Mintoff,,6 August 1916,20 August 2012
10101,Dominic Augustin Hall,Dominic Augustin Hall,1765-01-01 00:00:00,"December 19, 1820"
10110,Dominic J. Jacobetti,,1920-07-20 00:00:00,"November 28, 1994"
10111,Dominic Obukadata Oneya,,1948-05-26 00:00:00,4 August 2021
10115,Sir Dominick Daly,,1798-08-11 00:00:00,19 February 1868
10117,Dominick V. Daniels,,1908-10-18 00:00:00,"July 17, 1987"
10118,Dominick Leonard DiCarlo,Dominick Leonard DiCarlo,1928-03-11 00:00:00,"April 27, 1999"
10124,Dominique Baudis,,1947-04-14 00:00:00,10 April 2014
10125,Domkat Yah Bali,,1940-02-27 00:00:00,4 December 2020
10127,Don A. Allen,,1900-05-13 00:00:00,"August 1, 1983"
10128,Don A. J. Upham,,1809-05-01 00:00:00,"July 19, 1877"
10130,Don B. Colton,,1876-09-15 00:00:00,"August 1, 1952"
10132,Don Barker,,1904-08-14 00:00:00,18 July 1956
10136,Domino Harvey,,1969-08-07 00:00:00,27 June 2005
10137,Donald G. Brotzman,Donald Glenn Brotzman,1922-06-28 00:00:00,"September 15, 2004"
10142,Don Chipp,Donald Leslie Chipp,1925-08-21 00:00:00,28 August 2006
10143,Don C. Edwards,,1861-07-13 00:00:00,"September 19, 1938"
10147,Don Dunstan,,1926-09-21 00:00:00,6 February 1999
10148,Don Eldridge,,1919-12-26 00:00:00,"October 16, 2007"
10151,Don Edwards,William Donlon Edwards,1915-01-06 00:00:00,", U.S."
10153,Don Gilmore,,1928-09-26 00:00:00,"October 15, 2003"
10154,Don H. Gingery,,1884-02-19 00:00:00,"October 15, 1961"
10156,Don Grimes,,1937-10-04 00:00:00,20 November 2021
10157,Don Gilmore,,1928-09-26 00:00:00,"October 15, 2003"
10161,Don H. Gingery,,1884-02-19 00:00:00,"October 15, 1961"
10163,Don Hanaway,,1933-12-25 00:00:00,"September 7, 1995"
10165,Donald Clausen,Donald Holst Clausen,1923-04-27 00:00:00,"February 7, 2015"
10166,Don Hahnfeldt,,1944-04-29 00:00:00,"December 24, 2017"
10168,Don John Young,Don John Young,1910-07-13 00:00:00,"May 10, 1996"
10171,Don Johnston,Donald James Johnston,1936-06-26 00:00:00,"February 4, 2022"
10173,Don Manning,,1967-05-28 00:00:00,"March 20, 2020"
10174,Don Levingston Short,,"June 22, 1903","May 10, 1982 (aged 78)"
10175,Don M. Newman,,1923-07-31 00:00:00,"January 24, 2021"
10176,Don Mazankowski,Donald Frank Mazankowski,1935-07-27 00:00:00,"October 27, 2020"
10178,Sir Don McKay,,28 November 1908,30 March 1988 (aged 79)
10180,Don Nelson Laramore,Don Nelson Laramore,1906-12-22 00:00:00,"August 9, 1989"
10181,Don McLeod,,1892-10-29 00:00:00,22 August 1963
10182,Don P. Halsey,Don Peters Halsey,1870-12-29 00:00:00,"June 30, 1938"
10188,Don R. Pears,Don Roe Pears,1899-09-18 00:00:00,"July 17, 1992"
10189,Don Rogers,,1928-04-22 00:00:00,"October 24, 2018"
10191,Don Randall,Donald James Randall,1953-05-02 00:00:00,21 July 2015
10192,Don Saltsman,,"December 15, 1933","July 3, 2014"
10193,Don Rogers,,1928-04-22 00:00:00,"October 24, 2018"
10194,Don Samuelson,Donald William Samuelson,1913-07-27 00:00:00,"January 20, 2000"
10200,Don Willesee,,1916-04-14 00:00:00,9 September 2003
10202,Dona Spring,,"January 22, 1953","July 13, 2008 (aged 55)"
10206,Don Young,Donald Edwin Young,1933-06-09 00:00:00,"March 18, 2022"
10210,Donald A. Bailey,Donald Allen Bailey,1945-07-21 00:00:00,"March 9, 2020"
10211,Donald Alfred Stauffer,,1902-07-04 00:00:00,"August 8, 1952"
10212,Donald Cameron,,1900-03-17 00:00:00,5 January 1974
10213,Donald A. Abraham,,1930-09-26 00:00:00,"July 24, 1978"
10214,Donald Quarles,,1894-07-30 00:00:00,"May 8, 1959"
10215,Donald Alexander Macdonald,,1817-02-17 00:00:00,"June 10, 1896"
10216,Donald B. Easum,Donald Boyd Easum,1923-08-27 00:00:00,"April 16, 2016"
10219,Donald Avenson,,1944-09-16 00:00:00,"May 19, 2017"
10224,Donald Brenner,,1945,"March 12, 2011"
10226,Donald C. Bruce,,1921-04-27 00:00:00,"August 31, 1969"
10227,Donald C. Dobbins,,1878-03-20 00:00:00,"February 14, 1943"
10229,Donald C. MacDonald,Donald Cameron MacDonald,"December 7, 1913","March 8, 2008"
10230,Donald C. McRuer,Donald Campbell McRuer,1826-03-10 00:00:00,"January 29, 1898"
10231,Donald Carl Pogue,Donald Carl Pogue,1947-05-24 00:00:00,", "
10233,Sir Donald Cameron,,19 November 1879,19 November 1960
10234,Sir Donald Charles Cameron,,3 June 1872,8 January 1948
10235,Sir Donald Cameron,,19 November 1879,19 November 1960
10236,Sir Donald Maclean,Donald Maclean,9 January 1864,15 June 1932
10237,Donald Collins,Donald Frederick Collins,1925-11-30 00:00:00,"March 10, 2018"
10238,Donald D. Doyle,,1915-02-06 00:00:00,"January 31, 2011"
10239,Donald D. Clancy,,1921-07-24 00:00:00,"June 12, 2007"
10243,Donald Johnson,,1924-06-05 00:00:00,"August 10, 1999"
10245,Donald Emil Ziegler,Donald Emil Ziegler,1936 (age 85–86),"September 21, 2019"
10246,Donald Lane,Donald Edward Lane,1909-06-10 00:00:00,"May 30, 1979"
10247,Donald Edgar Tewes,,1916-08-04 00:00:00,"August 29, 2012"
